 epoch,error
         521 ,   4.20110002E-02
         522 ,   4.19695228E-02
         523 ,   4.19281125E-02
         524 ,   4.18868475E-02
         525 ,   4.18457463E-02
         526 ,   4.18047160E-02
         527 ,   4.17638309E-02
         528 ,   4.17230465E-02
         529 ,   4.16823663E-02
         530 ,   4.16418016E-02
         531 ,   4.16013338E-02
         532 ,   4.15610522E-02
         533 ,   4.15208377E-02
         534 ,   4.14807685E-02
         535 ,   4.14407700E-02
         536 ,   4.14009094E-02
         537 ,   4.13611606E-02
         538 ,   4.13215123E-02
         539 ,   4.12819944E-02
         540 ,   4.12425883E-02
         541 ,   4.12032455E-02
         542 ,   4.11640853E-02
         543 ,   4.11249585E-02
         544 ,   4.10859622E-02
         545 ,   4.10471037E-02
         546 ,   4.10083979E-02
         547 ,   4.09697331E-02
         548 ,   4.09312248E-02
         549 ,   4.08927426E-02
         550 ,   4.08544280E-02
         551 ,   4.08162214E-02
         552 ,   4.07781079E-02
         553 ,   4.07400951E-02
         554 ,   4.07022014E-02
         555 ,   4.06643897E-02
         556 ,   4.06266525E-02
         557 ,   4.05890383E-02
         558 ,   4.05515544E-02
         559 ,   4.05142158E-02
         560 ,   4.04768921E-02
         561 ,   4.04396802E-02
         562 ,   4.04025987E-02
         563 ,   4.03656028E-02
         564 ,   4.03287932E-02
         565 ,   4.02919166E-02
         566 ,   4.02552523E-02
         567 ,   4.02186923E-02
         568 ,   4.01822291E-02
         569 ,   4.01458107E-02
         570 ,   4.01094519E-02
         571 ,   4.00732942E-02
         572 ,   4.00372148E-02
         573 ,   4.00011577E-02
         574 ,   3.99652645E-02
         575 ,   3.99294235E-02
         576 ,   3.98936719E-02
         577 ,   3.98580879E-02
         578 ,   3.98225114E-02
         579 ,   3.97870801E-02
         580 ,   3.97517532E-02
         581 ,   3.97165194E-02
         582 ,   3.96813489E-02
         583 ,   3.96462232E-02
         584 ,   3.96112837E-02
         585 ,   3.95764038E-02
         586 ,   3.95415723E-02
         587 ,   3.95068750E-02
         588 ,   3.94721963E-02
         589 ,   3.94376814E-02
         590 ,   3.94032598E-02
         591 ,   3.93689387E-02
         592 ,   3.93346325E-02
         593 ,   3.93004715E-02
         594 ,   3.92664075E-02
         595 ,   3.92323993E-02
         596 ,   3.91984507E-02
         597 ,   3.91646288E-02
         598 ,   3.91309224E-02
         599 ,   3.90972719E-02
         600 ,   3.90636772E-02
         601 ,   3.90301943E-02
         602 ,   3.89968455E-02
         603 ,   3.89634743E-02
         604 ,   3.89302522E-02
         605 ,   3.88971269E-02
         606 ,   3.88640240E-02
         607 ,   3.88310701E-02
         608 ,   3.87981385E-02
         609 ,   3.87653150E-02
         610 ,   3.87325883E-02
         611 ,   3.86999324E-02
         612 ,   3.86674106E-02
         613 ,   3.86348553E-02
         614 ,   3.86025049E-02
         615 ,   3.85701209E-02
         616 ,   3.85378711E-02
         617 ,   3.85057330E-02
         618 ,   3.84736620E-02
         619 ,   3.84415835E-02
         620 ,   3.84096801E-02
         621 ,   3.83778103E-02
         622 ,   3.83460186E-02
         623 ,   3.83143984E-02
         624 ,   3.82827036E-02
         625 ,   3.82511280E-02
         626 ,   3.82197239E-02
         627 ,   3.81883122E-02
         628 ,   3.81570272E-02
         629 ,   3.81257199E-02
         630 ,   3.80946063E-02
         631 ,   3.80634554E-02
         632 ,   3.80324908E-02
         633 ,   3.80015709E-02
         634 ,   3.79707068E-02
         635 ,   3.79398875E-02
         636 ,   3.79091799E-02
         637 ,   3.78784798E-02
         638 ,   3.78479250E-02
         639 ,   3.78174335E-02
         640 ,   3.77870202E-02
         641 ,   3.77566889E-02
         642 ,   3.77264321E-02
         643 ,   3.76961827E-02
         644 ,   3.76660824E-02
         645 ,   3.76359522E-02
         646 ,   3.76059376E-02
         647 ,   3.75760756E-02
         648 ,   3.75462137E-02
         649 ,   3.75164002E-02
         650 ,   3.74866985E-02
         651 ,   3.74570414E-02
         652 ,   3.74274999E-02
         653 ,   3.73979621E-02
         654 ,   3.73685062E-02
         655 ,   3.73391658E-02
         656 ,   3.73098701E-02
         657 ,   3.72805707E-02
         658 ,   3.72514389E-02
         659 ,   3.72223370E-02
         660 ,   3.71933244E-02
         661 ,   3.71643640E-02
         662 ,   3.71354111E-02
         663 ,   3.71065736E-02
         664 ,   3.70778218E-02
         665 ,   3.70491520E-02
         666 ,   3.70205157E-02
         667 ,   3.69919427E-02
         668 ,   3.69634554E-02
         669 ,   3.69350053E-02
         670 ,   3.69066037E-02
         671 ,   3.68782952E-02
         672 ,   3.68500352E-02
         673 ,   3.68218906E-02
         674 ,   3.67937870E-02
         675 ,   3.67656723E-02
         676 ,   3.67377140E-02
         677 ,   3.67098041E-02
         678 ,   3.66819128E-02
         679 ,   3.66541035E-02
         680 ,   3.66263762E-02
         681 ,   3.65986340E-02
         682 ,   3.65710557E-02
         683 ,   3.65434773E-02
         684 ,   3.65160331E-02
         685 ,   3.64886001E-02
         686 ,   3.64611931E-02
         687 ,   3.64338681E-02
         688 ,   3.64066251E-02
         689 ,   3.63794044E-02
         690 ,   3.63523066E-02
         691 ,   3.63252684E-02
         692 ,   3.62982377E-02
         693 ,   3.62713076E-02
         694 ,   3.62444222E-02
         695 ,   3.62175629E-02
         696 ,   3.61908227E-02
         697 ,   3.61640714E-02
         698 ,   3.61374058E-02
         699 ,   3.61107662E-02
         700 ,   3.60842198E-02
         701 ,   3.60578001E-02
         702 ,   3.60312909E-02
         703 ,   3.60049419E-02
         704 ,   3.59786600E-02
         705 ,   3.59523743E-02
         706 ,   3.59262042E-02
         707 ,   3.59000117E-02
         708 ,   3.58739458E-02
         709 ,   3.58479396E-02
         710 ,   3.58219258E-02
         711 ,   3.57960314E-02
         712 ,   3.57701294E-02
         713 ,   3.57443653E-02
         714 ,   3.57185714E-02
         715 ,   3.56928781E-02
         716 ,   3.56672518E-02
         717 ,   3.56416292E-02
         718 ,   3.56161147E-02
         719 ,   3.55906226E-02
         720 ,   3.55652347E-02
         721 ,   3.55398208E-02
         722 ,   3.55145037E-02
         723 ,   3.54892574E-02
         724 ,   3.54640037E-02
         725 ,   3.54388431E-02
         726 ,   3.54137346E-02
         727 ,   3.53886932E-02
         728 ,   3.53636369E-02
         729 ,   3.53387594E-02
         730 ,   3.53137963E-02
         731 ,   3.52889970E-02
         732 ,   3.52642275E-02
         733 ,   3.52394432E-02
         734 ,   3.52148004E-02
         735 ,   3.51900682E-02
         736 ,   3.51655222E-02
         737 ,   3.51409651E-02
         738 ,   3.51164788E-02
         739 ,   3.50920185E-02
         740 ,   3.50676402E-02
         741 ,   3.50433253E-02
         742 ,   3.50190401E-02
         743 ,   3.49947810E-02
         744 ,   3.49705517E-02
         745 ,   3.49464677E-02
         746 ,   3.49223763E-02
         747 ,   3.48983072E-02
         748 ,   3.48743498E-02
         749 ,   3.48504186E-02
         750 ,   3.48265134E-02
         751 ,   3.48026007E-02
         752 ,   3.47788297E-02
         753 ,   3.47550921E-02
         754 ,   3.47313769E-02
         755 ,   3.47077735E-02
         756 ,   3.46841551E-02
         757 ,   3.46605815E-02
         758 ,   3.46370377E-02
         759 ,   3.46135683E-02
         760 ,   3.45901698E-02
         761 ,   3.45667973E-02
         762 ,   3.45434956E-02
         763 ,   3.45201790E-02
         764 ,   3.44969295E-02
         765 ,   3.44737470E-02
         766 ,   3.44506390E-02
         767 ,   3.44275795E-02
         768 ,   3.44045088E-02
         769 ,   3.43814678E-02
         770 ,   3.43585275E-02
         771 ,   3.43356617E-02
         772 ,   3.43127102E-02
         773 ,   3.42899226E-02
         774 ,   3.42671648E-02
         775 ,   3.42444032E-02
         776 ,   3.42217050E-02
         777 ,   3.41991149E-02
         778 ,   3.41764763E-02
         779 ,   3.41539271E-02
         780 ,   3.41314115E-02
         781 ,   3.41089182E-02
         782 ,   3.40865366E-02
         783 ,   3.40641662E-02
         784 ,   3.40418220E-02
         785 ,   3.40195186E-02
         786 ,   3.39972563E-02
         787 ,   3.39750610E-02
         788 ,   3.39529067E-02
         789 ,   3.39307748E-02
         790 ,   3.39086950E-02
         791 ,   3.38866860E-02
         792 ,   3.38647068E-02
         793 ,   3.38427015E-02
         794 ,   3.38208377E-02
         795 ,   3.37989368E-02
         796 ,   3.37770805E-02
         797 ,   3.37553732E-02
         798 ,   3.37335803E-02
         799 ,   3.37119214E-02
         800 ,   3.36902477E-02
         801 ,   3.36686298E-02
         802 ,   3.36470008E-02
         803 ,   3.36254872E-02
         804 ,   3.36040147E-02
         805 ,   3.35825421E-02
         806 ,   3.35610770E-02
         807 ,   3.35397609E-02
         808 ,   3.35184336E-02
         809 ,   3.34971249E-02
         810 ,   3.34758423E-02
         811 ,   3.34546529E-02
         812 ,   3.34335342E-02
         813 ,   3.34123895E-02
         814 ,   3.33912782E-02
         815 ,   3.33701968E-02
         816 ,   3.33492048E-02
         817 ,   3.33282463E-02
         818 ,   3.33072990E-02
         819 ,   3.32863815E-02
         820 ,   3.32654864E-02
         821 ,   3.32446881E-02
         822 ,   3.32239084E-02
         823 ,   3.32031287E-02
         824 ,   3.31824683E-02
         825 ,   3.31618264E-02
         826 ,   3.31412181E-02
         827 ,   3.31205502E-02
         828 ,   3.31000201E-02
         829 ,   3.30794714E-02
         830 ,   3.30590308E-02
         831 ,   3.30385678E-02
         832 ,   3.30181718E-02
         833 ,   3.29977907E-02
         834 ,   3.29774618E-02
         835 ,   3.29572111E-02
         836 ,   3.29369269E-02
         837 ,   3.29167135E-02
         838 ,   3.28965597E-02
         839 ,   3.28763798E-02
         840 ,   3.28562744E-02
         841 ,   3.28362100E-02
         842 ,   3.28161456E-02
         843 ,   3.27962115E-02
         844 ,   3.27762514E-02
         845 ,   3.27562541E-02
         846 ,   3.27363834E-02
         847 ,   3.27165686E-02
         848 ,   3.26967090E-02
         849 ,   3.26769352E-02
         850 ,   3.26572172E-02
         851 ,   3.26374955E-02
         852 ,   3.26177850E-02
         853 ,   3.25981714E-02
         854 ,   3.25785130E-02
         855 ,   3.25589478E-02
         856 ,   3.25394347E-02
         857 ,   3.25199030E-02
         858 ,   3.25004756E-02
         859 ,   3.24809924E-02
         860 ,   3.24615948E-02
         861 ,   3.24422866E-02
         862 ,   3.24229449E-02
         863 ,   3.24036181E-02
         864 ,   3.23843732E-02
         865 ,   3.23651172E-02
         866 ,   3.23459245E-02
         867 ,   3.23267505E-02
         868 ,   3.23075950E-02
         869 ,   3.22885327E-02
         870 ,   3.22695002E-02
         871 ,   3.22504453E-02
         872 ,   3.22314426E-02
         873 ,   3.22124586E-02
         874 ,   3.21935639E-02
         875 ,   3.21746655E-02
         876 ,   3.21558192E-02
         877 ,   3.21369916E-02
         878 ,   3.21181379E-02
         879 ,   3.20994146E-02
         880 ,   3.20806131E-02
         881 ,   3.20619419E-02
         882 ,   3.20432931E-02
         883 ,   3.20246182E-02
         884 ,   3.20060737E-02
         885 ,   3.19874249E-02
         886 ,   3.19689140E-02
         887 ,   3.19503993E-02
         888 ,   3.19319367E-02
         889 ,   3.19135301E-02
         890 ,   3.18950638E-02
         891 ,   3.18767279E-02
         892 ,   3.18583660E-02
         893 ,   3.18400264E-02
         894 ,   3.18217427E-02
         895 ,   3.18035111E-02
         896 ,   3.17852385E-02
         897 ,   3.17670926E-02
         898 ,   3.17489281E-02
         899 ,   3.17307822E-02
         900 ,   3.17126513E-02
         901 ,   3.16946134E-02
         902 ,   3.16765569E-02
         903 ,   3.16585563E-02
         904 ,   3.16405669E-02
         905 ,   3.16225961E-02
         906 ,   3.16047184E-02
         907 ,   3.15867886E-02
         908 ,   3.15689445E-02
         909 ,   3.15510444E-02
         910 ,   3.15333121E-02
         911 ,   3.15155238E-02
         912 ,   3.14977467E-02
         913 ,   3.14800665E-02
         914 ,   3.14623266E-02
         915 ,   3.14446799E-02
         916 ,   3.14271264E-02
         917 ,   3.14095169E-02
         918 ,   3.13919261E-02
         919 ,   3.13744321E-02
         920 ,   3.13569084E-02
         921 ,   3.13393697E-02
         922 ,   3.13219205E-02
         923 ,   3.13044935E-02
         924 ,   3.12871560E-02
         925 ,   3.12697254E-02
         926 ,   3.12524214E-02
         927 ,   3.12351417E-02
         928 ,   3.12178750E-02
         929 ,   3.12005896E-02
         930 ,   3.11833601E-02
         931 ,   3.11662257E-02
         932 ,   3.11489943E-02
         933 ,   3.11318915E-02
         934 ,   3.11147738E-02
         935 ,   3.10977083E-02
         936 ,   3.10806446E-02
         937 ,   3.10636368E-02
         938 ,   3.10466085E-02
         939 ,   3.10296379E-02
         940 ,   3.10127214E-02
         941 ,   3.09957862E-02
         942 ,   3.09789088E-02
         943 ,   3.09620090E-02
         944 ,   3.09452396E-02
